STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE
WEST BENGAL,MALDA,2003,48,49,57
WEST BENGAL,MURSHIDABAD,2003,116,16,106
WEST BENGAL,NADIA,2003,93,0,108
WEST BENGAL,PASCHIM MIDNAPUR,2003,77,58,50
WEST BENGAL,PURAB MIDNAPUR,2003,43,0,33
WEST BENGAL,PURULIA,2003,46,0,25
WEST BENGAL,SEALDAH G.R.P.,2003,22,3,0
WEST BENGAL,SILIGURI G.R.P.,2003,6,0,0
WEST BENGAL,UTTAR DINAJPUR,2003,34,6,24
WEST BENGAL,TOTAL,2003,1425,400,1002
A & N ISLANDS,ANDAMAN,2003,16,4,2
A & N ISLANDS,NICOBAR,2003,5,0,0
A & N ISLANDS,TOTAL,2003,21,4,2
CHANDIGARH,CHANDIGARH,2003,21,15,18
CHANDIGARH,TOTAL,2003,21,15,18
D & N HAVELI,D and N HAVELI,2003,11,5,1
D & N HAVELI,TOTAL,2003,11,5,1
DAMAN & DIU,DAMAN,2003,6,3,4
DAMAN & DIU,DIU,2003,0,0,1
DAMAN & DIU,TOTAL,2003,6,3,5
DELHI UT,CENTRAL,2003,29,20,20
DELHI UT,DELHI UT TOTAL,2003,485,407,490
DELHI UT,EAST,2003,44,38,37
DELHI UT,G.R.P.(RLY),2003,8,4,0
DELHI UT,I.G.I. AIRPORT,2003,2,2,0
DELHI UT,NEW DELHI,2003,7,5,8
DELHI UT,NORTH,2003,32,23,34
DELHI UT,NORTH EAST,2003,54,64,53
DELHI UT,NORTH WEST,2003,106,101,128
DELHI UT,S.T.F.,2003,0,2,0
DELHI UT,SOUTH,2003,86,52,83
DELHI UT,SOUTH WEST,2003,45,45,57
DELHI UT,WEST,2003,72,51,70
LAKSHADWEEP,LAKSHADWEEP,2003,0,0,2
LAKSHADWEEP,TOTAL,2003,0,0,2
PUDUCHERRY,PONDICHERRY,2003,29,32,2
PUDUCHERRY,TOTAL,2003,29,32,2
ANDHRA PRADESH,ADILABAD,2004,113,83,50
ANDHRA PRADESH,ANANTAPUR,2004,152,79,20
ANDHRA PRADESH,CHITTOOR,2004,105,52,28
ANDHRA PRADESH,CUDDAPAH,2004,96,58,14
ANDHRA PRADESH,CYBERABAD,2004,145,74,40
ANDHRA PRADESH,EAST GODAVARI,2004,96,101,31
ANDHRA PRADESH,GUNTAKAL RLY.,2004,8,1,0
ANDHRA PRADESH,GUNTUR,2004,163,96,46
ANDHRA PRADESH,HYDERABAD CITY,2004,121,135,56
ANDHRA PRADESH,KARIMNAGAR,2004,123,93,85
ANDHRA PRADESH,KHAMMAM,2004,108,52,43
ANDHRA PRADESH,KRISHNA,2004,60,57,33
ANDHRA PRADESH,KURNOOL,2004,112,96,29
ANDHRA PRADESH,MAHABOOBNAGAR,2004,183,87,56
ANDHRA PRADESH,MEDAK,2004,127,36,52
ANDHRA PRADESH,NALGONDA,2004,118,59,46
ANDHRA PRADESH,NELLORE,2004,94,248,107
ANDHRA PRADESH,NIZAMABAD,2004,96,54,24
ANDHRA PRADESH,PRAKASHAM,2004,103,93,19
ANDHRA PRADESH,RANGA REDDY,2004,73,39,25
ANDHRA PRADESH,SECUNDERABAD RLY.,2004,8,4,0
ANDHRA PRADESH,SRIKAKULAM,2004,26,30,15
ANDHRA PRADESH,VIJAYAWADA,2004,46,43,19
ANDHRA PRADESH,VIJAYAWADA RLY.,2004,1,1,0
ANDHRA PRADESH,VISAKHA RURAL,2004,50,18,18
ANDHRA PRADESH,VISAKHAPATNAM,2004,27,27,12
ANDHRA PRADESH,VIZIANAGARAM,2004,42,17,14
ANDHRA PRADESH,WARANGAL,2004,111,67,53
ANDHRA PRADESH,WEST GODAVARI,2004,72,108,81
ANDHRA PRADESH,TOTAL,2004,2579,1908,1016
ARUNACHAL PRADESH,CHANGLANG,2004,8,3,9
ARUNACHAL PRADESH,DIBANG VALLEY,2004,1,10,3
ARUNACHAL PRADESH,K/KUMEY,2004,5,0,0
ARUNACHAL PRADESH,KAMENG EAST,2004,4,1,0
ARUNACHAL PRADESH,KAMENG WEST,2004,3,0,2
ARUNACHAL PRADESH,LOHIT,2004,10,2,5
ARUNACHAL PRADESH,PAPUM PARE,2004,7,4,4
ARUNACHAL PRADESH,SIANG EAST,2004,1,2,11
ARUNACHAL PRADESH,SIANG UPPER,2004,1,4,1
ARUNACHAL PRADESH,SIANG WEST,2004,3,8,6
ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,8,2,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,10,6,0
ARUNACHAL PRADESH,TAWANG,2004,0,2,0
ARUNACHAL PRADESH,TIRAP,2004,3,1,1
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2004,3,0,0
ARUNACHAL PRADESH,TOTAL,2004,67,45,42
ASSAM,BARPETA,2004,48,6,50
ASSAM,BONGAIGAON,2004,36,2,41
ASSAM,C.I.D.,2004,0,0,0
ASSAM,CACHAR,2004,46,30,46
ASSAM,DARRANG,2004,69,16,55
ASSAM,DHEMAJI,2004,17,17,53
ASSAM,DHUBRI,2004,53,15,79
ASSAM,DIBRUGARH,2004,125,19,58
ASSAM,G.R.P.,2004,17,0,2
ASSAM,GOALPARA,2004,35,0,50
ASSAM,GOLAGHAT,2004,71,11,62
ASSAM,GUWAHATI CITY,2004,21,39,88
ASSAM,HAILAKANDI,2004,25,18,18
ASSAM,JORHAT,2004,38,8,32
ASSAM,KAMRUP,2004,15,13,59
ASSAM,KARBI ANGLONG,2004,57,5,14
ASSAM,KARIMGANJ,2004,40,29,32
ASSAM,KOKRAJHAR,2004,63,21,33
ASSAM,LAKHIMPUR,2004,31,20,56
ASSAM,MORIGAON,2004,19,0,36
ASSAM,N.C.HILLS,2004,7,9,1
ASSAM,NAGAON,2004,79,44,91
ASSAM,NALBARI,2004,37,24,29
ASSAM,R.P.O.,2004,6,0,5
ASSAM,SIBSAGAR,2004,55,12,49
ASSAM,SONITPUR,2004,87,30,87
ASSAM,TINSUKIA,2004,117,22,45
ASSAM,TOTAL,2004,1214,410,1171
BIHAR,ARARIA,2004,66,59,34
BIHAR,ARWAL,2004,36,8,2
BIHAR,AURANGABAD,2004,77,0,18
BIHAR,BAGAHA,2004,49,92,23
BIHAR,BANKA,2004,71,12,44
BIHAR,BEGUSARAI,2004,107,103,23
BIHAR,BETTIAH,2004,108,62,128
BIHAR,BHABHUA,2004,59,14,20
BIHAR,BHAGALPUR,2004,133,88,63
BIHAR,BHOJPUR,2004,108,211,9
BIHAR,BUXAR,2004,70,65,13
BIHAR,DARBHANGA,2004,55,20,59
BIHAR,GAYA,2004,163,178,19
BIHAR,GOPALGANJ,2004,77,132,39
BIHAR,JAMALPUR RLY.,2004,10,6,0
BIHAR,JAMUI,2004,79,74,31
BIHAR,JEHANABAD,2004,68,50,6
BIHAR,KATIHAR,2004,71,22,79
BIHAR,KATIHAR RLY.,2004,10,0,2
BIHAR,KHAGARIA,2004,50,88,18
BIHAR,KISHANGANJ,2004,26,12,32
BIHAR,LAKHISARAI,2004,63,87,13
BIHAR,MADHEPURA,2004,58,23,11
BIHAR,MADHUBANI,2004,60,91,61
BIHAR,MOTIHARI,2004,120,69,29
BIHAR,MUNGER,2004,64,30,11
BIHAR,MUZAFFARPUR,2004,180,17,166
BIHAR,MUZAFFARPUR RLY.,2004,20,3,2
BIHAR,NALANDA,2004,220,139,43
BIHAR,NAUGACHIA,2004,50,37,7
BIHAR,NAWADAH,2004,78,101,37
BIHAR,PATNA,2004,542,188,46
BIHAR,PATNA RLY.,2004,21,14,2
BIHAR,PURNEA,2004,128,41,62
BIHAR,ROHTAS,2004,130,215,12
BIHAR,SAHARSA,2004,48,100,21
BIHAR,SAMASTIPUR,2004,118,145,28
BIHAR,SARAN,2004,160,44,17
BIHAR,SHEIKHPURA,2004,44,40,3
BIHAR,SHEOHAR,2004,9,31,13
BIHAR,SITAMARHI,2004,80,26,70
BIHAR,SIWAN,2004,125,57,7
BIHAR,SUPAUL,2004,38,49,25
BIHAR,VAISHALI,2004,99,152,42
BIHAR,TOTAL,2004,3948,2995,1390
CHHATTISGARH,BALRAMPUR,2004,33,20,27
CHHATTISGARH,BILASPUR,2004,83,53,61
CHHATTISGARH,BIZAPUR,2004,24,59,3
CHHATTISGARH,DANTEWARA,2004,70,51,11
CHHATTISGARH,DHAMTARI,2004,18,8,37
CHHATTISGARH,DURG,2004,55,58,124
CHHATTISGARH,GRP RAIPUR,2004,2,5,2
CHHATTISGARH,JAGDALPUR,2004,63,33,82
CHHATTISGARH,JANJGIR,2004,55,39,30
CHHATTISGARH,JASHPUR,2004,46,14,56
CHHATTISGARH,KABIRDHAM,2004,13,13,22
CHHATTISGARH,KANKER,2004,48,45,22
CHHATTISGARH,KORBA,2004,46,15,34
CHHATTISGARH,KORIYA,2004,33,18,50
CHHATTISGARH,MAHASAMUND,2004,22,11,35
CHHATTISGARH,NARAYANPUR,2004,21,26,1
CHHATTISGARH,RAIGARH,2004,55,25,45
CHHATTISGARH,RAIPUR,2004,84,59,143
CHHATTISGARH,RAJNANDGAON,2004,45,20,61
CHHATTISGARH,SARGUJA,2004,111,47,123
CHHATTISGARH,TOTAL,2004,927,619,969
GOA,NORTH GOA,2004,23,3,13
GOA,SOUTH GOA,2004,17,3,24
GOA,TOTAL,2004,40,6,37
GUJARAT,AHMEDABAD COMMR.,2004,92,62,40
GUJARAT,AHMEDABAD RURAL,2004,26,7,12
GUJARAT,AHWA-DANG,2004,4,0,2
GUJARAT,AMRELI,2004,28,14,5
GUJARAT,ANAND,2004,21,12,12
GUJARAT,BHARUCH,2004,38,7,14
GUJARAT,BHAVNAGAR,2004,53,21,22
GUJARAT,DAHOD,2004,44,10,9
GUJARAT,GANDHINAGAR,2004,25,14,8
GUJARAT,HIMATNAGAR,2004,35,20,10
GUJARAT,JAMNAGAR,2004,42,13,8
GUJARAT,JUNAGADH,2004,40,31,9
GUJARAT,KHEDA NORTH,2004,53,9,8
GUJARAT,KUTCH,2004,28,20,13
GUJARAT,MEHSANA,2004,40,26,4
GUJARAT,NARMADA,2004,15,3,6
GUJARAT,NAVSARI,2004,26,2,5
GUJARAT,PALANPUR,2004,38,21,21
GUJARAT,PANCHMAHAL,2004,51,13,7
GUJARAT,PATAN,2004,19,16,6
GUJARAT,PORBANDAR,2004,11,9,1
GUJARAT,RAJKOT COMMR.,2004,37,16,9
GUJARAT,RAJKOT RURAL,2004,36,22,17
GUJARAT,SURAT COMMR.,2004,74,8,24
GUJARAT,SURAT RURAL,2004,47,12,14
GUJARAT,SURENDRANAGAR,2004,28,22,13
GUJARAT,VADODARA COMMR.,2004,28,33,6
GUJARAT,VADODARA RURAL,2004,85,9,22
GUJARAT,VALSAD,2004,36,13,9
GUJARAT,W.RLY,2004,13,4,3
GUJARAT,TOTAL,2004,1113,469,339
HARYANA,AMBALA,2004,28,10,10
HARYANA,BHIWANI,2004,51,26,28
HARYANA,FARIDABAD,2004,67,31,42
HARYANA,FATEHABAD,2004,29,12,9
HARYANA,GRP,2004,27,4,2
HARYANA,GURGAON,2004,66,40,36
HARYANA,HISSAR,2004,49,52,16
HARYANA,JHAJJAR,2004,42,27,11
HARYANA,JIND,2004,28,16,7
HARYANA,KAITHAL,2004,25,16,18
HARYANA,KARNAL,2004,40,28,31
HARYANA,KURUKSHETRA,2004,26,12,21
HARYANA,MAHENDRAGARH,2004,16,10,20
HARYANA,PANCHKULA,2004,7,4,6
HARYANA,PANIPAT,2004,37,22,38
HARYANA,REWARI,2004,17,14,16
HARYANA,ROHTAK,2004,65,39,29
HARYANA,SIRSA,2004,25,29,17
HARYANA,SONIPAT,2004,67,34,13
HARYANA,YAMUNANAGAR,2004,21,15,16
HARYANA,TOTAL,2004,733,441,386
HIMACHAL PRADESH,BILASPUR,2004,9,11,10
HIMACHAL PRADESH,CHAMBA,2004,8,5,14
HIMACHAL PRADESH,G.R.P.,2004,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2004,9,8,5
HIMACHAL PRADESH,KANGRA,2004,18,15,15
HIMACHAL PRADESH,KINNAUR,2004,3,1,8
HIMACHAL PRADESH,KULLU,2004,9,4,13
HIMACHAL PRADESH,LAHAUL-SPITI,2004,2,0,0
HIMACHAL PRADESH,MANDI,2004,19,7,15
HIMACHAL PRADESH,SHIMLA,2004,10,10,34
HIMACHAL PRADESH,SIRMAUR,2004,9,3,9
HIMACHAL PRADESH,SOLAN,2004,4,7,20
HIMACHAL PRADESH,UNA,2004,10,6,10
HIMACHAL PRADESH,TOTAL,2004,110,77,153
JAMMU & KASHMIR,ANANTNAG,2004,70,109,17
JAMMU & KASHMIR,AWANTIPORA,2004,18,3,8
JAMMU & KASHMIR,BARAMULLA,2004,86,83,15
JAMMU & KASHMIR,BORDER,2004,7,12,4
JAMMU & KASHMIR,BUDGAM,2004,60,38,6
JAMMU & KASHMIR,CRIME JAMMU,2004,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2004,0,0,0
JAMMU & KASHMIR,DODA,2004,83,83,4
JAMMU & KASHMIR,GANDERBAL,2004,15,7,12
JAMMU & KASHMIR,HANDWARA,2004,25,38,7
JAMMU & KASHMIR,JAMMU,2004,28,61,19
JAMMU & KASHMIR,KARGIL,2004,1,2,1
JAMMU & KASHMIR,KATHUA,2004,17,30,10
JAMMU & KASHMIR,KULGAM,2004,48,4,11
JAMMU & KASHMIR,KUPWARA,2004,31,84,20
JAMMU & KASHMIR,LEH,2004,2,0,3
JAMMU & KASHMIR,POONCH,2004,80,121,11
JAMMU & KASHMIR,PULWAMA,2004,54,97,0
JAMMU & KASHMIR,RAILWAYS,2004,1,0,1
JAMMU & KASHMIR,RAJOURI,2004,54,96,22
JAMMU & KASHMIR,RAMBAN,2004,48,57,7
JAMMU & KASHMIR,REASI,2004,34,37,5
JAMMU & KASHMIR,SRINAGAR,2004,45,130,24
JAMMU & KASHMIR,UDHAMPUR,2004,9,20,11
JAMMU & KASHMIR,TOTAL,2004,816,1112,218
JHARKHAND,BOKARO,2004,58,108,48
JHARKHAND,CHAIBASA,2004,134,42,37
JHARKHAND,CHATRA,2004,31,4,18
JHARKHAND,DEOGHAR,2004,36,34,37
JHARKHAND,DHANBAD,2004,88,42,38
JHARKHAND,DHANBAD RLY.,2004,5,0,2
JHARKHAND,DUMKA,2004,67,149,50
JHARKHAND,GARHWA,2004,39,17,32
JHARKHAND,GIRIDIH,2004,72,27,39
JHARKHAND,GODDA,2004,31,36,86
JHARKHAND,GUMLA,2004,108,32,31
JHARKHAND,HAZARIBAGH,2004,86,59,71
JHARKHAND,JAMSHEDPUR,2004,81,180,76
JHARKHAND,JAMSHEDPUR RLY.,2004,2,0,1
JHARKHAND,JAMTARA,2004,18,33,25
JHARKHAND,KODERMA,2004,30,25,6
JHARKHAND,LATEHAR,2004,43,14,12
JHARKHAND,LOHARDAGGA,2004,44,9,14
JHARKHAND,PAKUR,2004,37,7,37
JHARKHAND,PALAMU,2004,69,48,14
JHARKHAND,RANCHI,2004,270,161,55
JHARKHAND,SAHEBGANJ,2004,45,58,26
JHARKHAND,SARAIKELA,2004,51,36,26
JHARKHAND,SIMDEGA,2004,43,22,16
JHARKHAND,TOTAL,2004,1488,1143,797
KARNATAKA,BAGALKOT,2004,38,39,3
KARNATAKA,BANGALORE COMMR.,2004,214,285,32
KARNATAKA,BANGALORE RURAL,2004,152,88,29
KARNATAKA,BELGAUM,2004,106,81,5
KARNATAKA,BELLARY,2004,42,31,5
KARNATAKA,BIDAR,2004,40,94,8
KARNATAKA,BIJAPUR,2004,66,49,8
KARNATAKA,CHAMARAJNAGAR,2004,23,16,7
KARNATAKA,CHICKMAGALUR,2004,29,37,7
KARNATAKA,CHITRADURGA,2004,32,32,16
KARNATAKA,DAKSHIN KANNADA,2004,24,25,12
KARNATAKA,DAVANAGERE,2004,38,14,8
KARNATAKA,DHARWAD COMMR.,2004,17,17,1
KARNATAKA,DHARWAD RURAL,2004,26,15,3
KARNATAKA,GADAG,2004,16,17,1
KARNATAKA,GULBARGA,2004,102,133,23
KARNATAKA,HASSAN,2004,61,57,16
KARNATAKA,HAVERI,2004,25,11,9
KARNATAKA,K.G.F.,2004,16,11,2
KARNATAKA,KODAGU,2004,21,22,8
KARNATAKA,KOLAR,2004,59,41,16
KARNATAKA,KOPPAL,2004,25,9,8
KARNATAKA,MANDYA,2004,58,50,15
KARNATAKA,MYSORE COMMR.,2004,29,24,4
KARNATAKA,MYSORE RURAL,2004,44,19,11
KARNATAKA,RAICHUR,2004,43,34,6
KARNATAKA,RAILWAYS,2004,20,2,0
KARNATAKA,SHIMOGA,2004,48,40,11
KARNATAKA,TUMKUR,2004,65,56,15
KARNATAKA,UDUPI,2004,16,22,0
KARNATAKA,UTTAR KANNADA,2004,24,16,2
KARNATAKA,TOTAL,2004,1519,1387,291
KERALA,ALAPUZHA,2004,18,15,12
KERALA,CBCID,2004,22,4,0
KERALA,ERNAKULAM COMMR.,2004,13,21,7
KERALA,ERNAKULAM RURAL,2004,31,24,21
KERALA,IDUKKI,2004,34,13,15
KERALA,KANNUR,2004,23,21,33
KERALA,KASARGOD,2004,14,19,29
KERALA,KOLLAM,2004,46,26,55
KERALA,KOTTAYAM,2004,18,7,28
KERALA,KOZHIKODE COMMR.,2004,8,20,13
KERALA,KOZHIKODE RURAL,2004,9,22,30
KERALA,MALAPPURAM,2004,23,25,57
KERALA,PALAKKAD,2004,34,45,36
KERALA,PATHANAMTHITTA,2004,18,16,18
KERALA,RAILWAYS,2004,3,0,0
KERALA,THRISSUR,2004,41,52,41
KERALA,TRIVANDRUM COMMR.,2004,15,27,18
KERALA,TRIVANDRUM RURAL,2004,36,27,42
KERALA,WAYANADU,2004,11,7,25
KERALA,TOTAL,2004,417,391,480
MADHYA PRADESH,ANUPPUR,2004,24,4,28
MADHYA PRADESH,ASHOK NAGAR,2004,22,28,35
MADHYA PRADESH,BALAGHAT,2004,74,22,86
MADHYA PRADESH,BARWANI,2004,29,31,30
MADHYA PRADESH,BETUL,2004,59,43,110
MADHYA PRADESH,BHIND,2004,57,126,29
MADHYA PRADESH,BHOPAL,2004,71,91,84
MADHYA PRADESH,BHOPAL RLY.,2004,6,5,1
MADHYA PRADESH,BURHANPUR,2004,22,18,18
MADHYA PRADESH,CHHATARPUR,2004,56,44,62
MADHYA PRADESH,CHHINDWARA,2004,66,28,132
MADHYA PRADESH,DAMOH,2004,49,58,54
MADHYA PRADESH,DATIYA,2004,60,54,25
MADHYA PRADESH,DEWAS,2004,48,93,82
MADHYA PRADESH,DHAR,2004,100,78,109
MADHYA PRADESH,DINDORI,2004,14,13,34
MADHYA PRADESH,GUNA,2004,45,32,78
MADHYA PRADESH,GWALIOR,2004,86,145,58
MADHYA PRADESH,HARDA,2004,15,17,31
MADHYA PRADESH,HOSHANGABAD,2004,50,63,51
MADHYA PRADESH,INDORE,2004,107,136,97
MADHYA PRADESH,INDORE RLY.,2004,3,0,1
MADHYA PRADESH,JABALPUR,2004,84,178,102
MADHYA PRADESH,JABALPUR RLY.,2004,4,3,7
MADHYA PRADESH,JHABUA,2004,139,87,22
MADHYA PRADESH,KATNI,2004,33,18,30
MADHYA PRADESH,KHANDWA,2004,36,38,57
MADHYA PRADESH,KHARGON,2004,32,39,63
MADHYA PRADESH,MANDLA,2004,22,11,44
MADHYA PRADESH,MANDSAUR,2004,27,35,40
MADHYA PRADESH,MORENA,2004,66,144,55
MADHYA PRADESH,NARSINGHPUR,2004,33,49,42
MADHYA PRADESH,NEEMUCH,2004,18,23,23
MADHYA PRADESH,PANNA,2004,41,37,34
MADHYA PRADESH,RAISEN,2004,44,55,67
MADHYA PRADESH,RAJGARH,2004,30,45,98
MADHYA PRADESH,RATLAM,2004,42,35,71
MADHYA PRADESH,REWA,2004,65,28,52
MADHYA PRADESH,SAGAR,2004,69,89,141
MADHYA PRADESH,SATNA,2004,60,65,64
MADHYA PRADESH,SEONI,2004,21,24,74
MADHYA PRADESH,SHAHDOL,2004,36,18,47
MADHYA PRADESH,SHAJAPUR,2004,40,53,74
MADHYA PRADESH,SHEOPUR,2004,12,14,21
MADHYA PRADESH,SHIVPURI,2004,78,49,61
MADHYA PRADESH,SIDHI,2004,61,19,51
MADHYA PRADESH,SIHORE,2004,31,30,62
MADHYA PRADESH,TIKAMGARH,2004,59,42,43
MADHYA PRADESH,UJJAIN,2004,62,136,65
MADHYA PRADESH,UMARIYA,2004,23,14,30
MADHYA PRADESH,VIDISHA,2004,48,56,100
MADHYA PRADESH,TOTAL,2004,2379,2563,2875
MAHARASHTRA,AHMEDNAGAR,2004,98,57,41
MAHARASHTRA,AKOLA,2004,55,45,38
MAHARASHTRA,AMRAVATI COMMR.,2004,19,20,17
MAHARASHTRA,AMRAVATI RURAL,2004,60,28,56
MAHARASHTRA,AURANGABAD COMMR.,2004,31,17,12
MAHARASHTRA,AURANGABAD RURAL,2004,41,21,10
MAHARASHTRA,BEED,2004,57,42,24
MAHARASHTRA,BHANDARA,2004,22,11,36
MAHARASHTRA,BULDHANA,2004,48,35,39
MAHARASHTRA,CHANDRAPUR,2004,59,19,31
MAHARASHTRA,DHULE,2004,32,16,11
MAHARASHTRA,GADCHIROLI,2004,47,49,31
MAHARASHTRA,GONDIA,2004,27,11,30
MAHARASHTRA,HINGOLI,2004,35,25,13
MAHARASHTRA,JALGAON,2004,83,39,36
MAHARASHTRA,JALNA,2004,53,30,10
MAHARASHTRA,KOLHAPUR,2004,54,54,15
MAHARASHTRA,LATUR,2004,61,31,22
MAHARASHTRA,MUMBAI,2004,253,127,187
MAHARASHTRA,MUMBAI RLY.,2004,7,4,1
MAHARASHTRA,NAGPUR COMMR.,2004,112,56,41
MAHARASHTRA,NAGPUR RLY.,2004,5,1,2
MAHARASHTRA,NAGPUR RURAL,2004,71,27,48
MAHARASHTRA,NANDED,2004,91,82,31
MAHARASHTRA,NANDURBAR,2004,35,17,20
MAHARASHTRA,NASIK COMMR.,2004,19,13,15
MAHARASHTRA,NASIK RURAL,2004,97,41,33
MAHARASHTRA,NAVI MUMBAI,2004,61,32,17
MAHARASHTRA,OSMANABAD,2004,46,15,26
MAHARASHTRA,PARBHANI,2004,42,31,13
MAHARASHTRA,PUNE COMMR.,2004,100,76,63
MAHARASHTRA,PUNE RLY.,2004,4,0,0
MAHARASHTRA,PUNE RURAL,2004,132,31,31
MAHARASHTRA,RAIGAD,2004,61,14,19
MAHARASHTRA,RATNAGIRI,2004,16,8,23
MAHARASHTRA,SANGLI,2004,69,26,30
MAHARASHTRA,SATARA,2004,59,28,22
MAHARASHTRA,SINDHUDURG,2004,10,4,5
MAHARASHTRA,SOLAPUR COMMR.,2004,20,13,19
MAHARASHTRA,SOLAPUR RURAL,2004,96,43,41
MAHARASHTRA,THANE COMMR.,2004,115,72,57
MAHARASHTRA,THANE RURAL,2004,144,44,60
MAHARASHTRA,WARDHA,2004,42,25,31
MAHARASHTRA,WASHIM,2004,28,21,19
MAHARASHTRA,YAVATMAL,2004,79,62,62
MAHARASHTRA,TOTAL,2004,2696,1463,1388
MANIPUR,BISHNUPUR,2004,19,48,3
MANIPUR,CHANDEL,2004,6,13,1
MANIPUR,CHURACHANDPUR,2004,26,18,0
MANIPUR,IMPHAL(EAST),2004,24,30,7
MANIPUR,IMPHAL(WEST),2004,28,58,9
MANIPUR,SENAPATI,2004,7,11,0
MANIPUR,TAMENGLONG,2004,1,1,0
MANIPUR,THOUBAL,2004,38,46,11
MANIPUR,UKHRUL,2004,10,2,0
MANIPUR,TOTAL,2004,159,227,31
MEGHALAYA,GARO HILLS EAST,2004,7,9,0
MEGHALAYA,GARO HILLS SOUTH,2004,5,2,1
MEGHALAYA,GARO HILLS WEST,2004,17,13,12
MEGHALAYA,JAINTIA HILLS,2004,32,3,11
MEGHALAYA,KHASI HILLS EAST,2004,33,12,17
MEGHALAYA,KHASI HILLS WEST,2004,14,1,9
MEGHALAYA,RI-BHOI,2004,16,2,4
MEGHALAYA,TOTAL,2004,124,42,54
MIZORAM,AIZAWL,2004,10,7,6
MIZORAM,CHAMPHAI,2004,6,4,3
MIZORAM,KOLASIB,2004,4,2,2
MIZORAM,LAWNGTLAI,2004,3,1,1
MIZORAM,LUNGLEI,2004,4,3,2
MIZORAM,MAMIT,2004,3,1,2
MIZORAM,SAIHA,2004,3,2,1
MIZORAM,SERCHHIP,2004,2,1,3
MIZORAM,TOTAL,2004,35,21,20
NAGALAND,DIMAPUR,2004,22,5,2
NAGALAND,KIPHIRE,2004,0,1,0
NAGALAND,KOHIMA,2004,12,5,10
NAGALAND,MOKOKCHUNG,2004,6,3,1
NAGALAND,MON,2004,6,6,0
NAGALAND,PEREN,2004,3,1,2
NAGALAND,PHEK,2004,6,2,1
NAGALAND,TUENSANG,2004,10,3,1
NAGALAND,WOKHA,2004,4,4,0
NAGALAND,ZUNHEBOTO,2004,1,3,1
NAGALAND,TOTAL,2004,70,33,18
ODISHA,ANGUL,2004,51,40,27
ODISHA,BALASORE,2004,29,21,44
ODISHA,BARAGARH,2004,33,40,22
ODISHA,BERHAMPUR,2004,18,47,16
ODISHA,BHADRAK,2004,23,39,31
ODISHA,BOLANGIR,2004,32,58,33
ODISHA,BOUDH,2004,9,4,7
ODISHA,CUTTACK,2004,41,120,45
ODISHA,DEOGARH,2004,15,10,13
ODISHA,DHENKANAL,2004,35,50,19
ODISHA,GAJAPATI,2004,17,6,5
ODISHA,GANJAM,2004,62,77,15
ODISHA,JAGATSINGHPUR,2004,27,32,19
ODISHA,JAJPUR,2004,27,25,15
ODISHA,JHARSUGUDA,2004,15,14,12
ODISHA,KALAHANDI,2004,21,19,22
ODISHA,KANDHAMAL,2004,23,14,26
ODISHA,KENDRAPARA,2004,31,24,19
ODISHA,KEONJHAR,2004,60,39,39
ODISHA,KHURDA,2004,61,62,44
ODISHA,KORAPUT,2004,56,29,40
ODISHA,MALKANGIR,2004,43,34,19
ODISHA,MAYURBHANJ,2004,77,66,84
ODISHA,NAYAGARH,2004,30,19,17
ODISHA,NOWRANGPUR,2004,14,19,16
ODISHA,NUAPADA,2004,6,5,10
ODISHA,PURI,2004,40,116,36
ODISHA,RAYAGADA,2004,25,20,19
ODISHA,ROURKELA,2004,14,30,10
ODISHA,SAMBALPUR,2004,43,49,22
ODISHA,SONEPUR,2004,9,14,5
ODISHA,SRP(CUTTACK),2004,4,0,0
ODISHA,SRP(ROURKELA),2004,7,3,2
ODISHA,SUNDARGARH,2004,68,52,17
ODISHA,TOTAL,2004,1066,1197,770
PUNJAB,AMRITSAR,2004,48,50,25
PUNJAB,BARNALA,2004,12,18,13
PUNJAB,BATALA,2004,27,33,8
PUNJAB,BHATINDA,2004,36,33,22
PUNJAB,FARIDKOT,2004,19,18,13
PUNJAB,FATEHGARH SAHIB,2004,26,6,4
PUNJAB,FEROZEPUR,2004,50,44,30
PUNJAB,G.R.P,2004,9,2,0
PUNJAB,GURDASPUR,2004,19,15,16
PUNJAB,HOSHIARPUR,2004,35,27,23
PUNJAB,JAGRAON,2004,29,28,20
PUNJAB,JALANDHAR,2004,74,85,31
PUNJAB,KAPURTHALA,2004,22,23,12
PUNJAB,KHANNA,2004,20,17,8
PUNJAB,LUDHIANA,2004,53,55,48
PUNJAB,MAJITHA,2004,34,23,14
PUNJAB,MANSA,2004,28,36,8
PUNJAB,MOGA,2004,35,22,11
PUNJAB,MUKTSAR,2004,16,22,7
PUNJAB,NAWAN SHAHR,2004,23,20,14
PUNJAB,PATIALA,2004,49,45,20
PUNJAB,ROPAR,2004,25,14,8
PUNJAB,SANGRUR,2004,44,50,21
PUNJAB,TARN TARAN,2004,42,30,14
PUNJAB,TOTAL,2004,775,716,390
RAJASTHAN,AJMER,2004,41,82,48
